age,gender,education,marital_status,workclass,occupation,hours_per_week,capital_gain,capital_loss,native_country,annual_income,loan_status,experience_years,job_satisfaction,bmi,smoking_status,physical_activity,credit_score,disease_risk
57.0,0,3,2,3,5,18.0,42297.0,1967.0,4,69992.5,0,25.0,1.0,35.8,2,2,686.0,0.0
63.0,1,2,0,3,2,19.0,39074.0,7216.0,4,70798.0,0,30.0,1.0,25.2,0,0,729.0,1.0
69.0,0,0,0,1,4,52.0,24658.0,1719.0,2,81401.0,1,17.0,5.0,30.7,1,1,846.0,1.0
68.0,1,2,1,0,6,72.0,1621.0,2357.0,1,51128.0,0,11.0,1.0,19.5,1,1,455.0,0.0
63.0,0,2,1,3,0,71.0,40089.0,1307.0,5,75353.0,1,43.0,3.0,25.5,2,0,467.0,0.0
52.0,0,2,1,1,1,71.0,26233.0,8766.0,1,53271.0,1,12.0,5.0,32.0,2,2,335.0,0.0
40.0,1,3,2,2,0,92.0,4922.0,3109.0,1,89386.0,0,1.0,3.0,39.900000000000006,0,0,512.0,0.0
64.0,1,3,2,2,1,40.0,16972.0,36.0,5,116536.0,1,35.0,3.0,28.9,0,1,560.0,0.0
42.0,1,2,3,0,6,85.0,19906.0,3270.0,5,58716.0,0,2.0,4.0,27.5,1,2,531.0,1.0
53.0,1,3,0,3,3,10.0,13613.0,3812.0,5,57881.0,0,11.0,2.0,27.5,2,2,589.0,0.0
30.0,0,0,1,1,5,54.0,41376.0,7380.0,3,82230.0,1,32.0,5.0,32.0,1,2,445.0,0.0
68.0,1,1,0,0,4,6.0,49840.0,7900.0,5,30324.0,1,32.0,3.0,34.6,0,0,449.0,1.0
45.0,0,1,1,0,6,16.0,32335.0,660.0,1,89119.0,0,5.0,5.0,28.7,2,0,363.0,0.0
66.0,1,2,1,1,5,91.0,48125.0,9605.0,5,69992.5,0,28.0,3.0,26.0,2,1,806.0,0.0
27.0,1,1,0,2,4,14.0,33832.0,1090.0,5,79469.0,1,21.0,1.0,38.6,2,2,705.0,0.0
68.0,1,1,3,0,5,83.0,46117.0,1842.0,0,77959.0,1,1.0,5.0,21.2,0,0,300.0,1.0
30.0,0,2,2,2,5,12.0,12289.0,1139.0,1,90390.0,1,17.0,2.0,33.7,0,2,807.0,1.0
61.0,0,0,2,3,0,73.0,38140.0,1280.0,5,78176.0,1,40.0,3.0,23.1,0,2,589.0,1.0
20.0,0,0,0,1,3,84.0,22085.0,7432.0,4,102423.0,0,29.0,4.0,23.9,1,0,809.0,0.0
36.0,1,3,3,2,5,96.0,15551.0,1143.0,1,87656.0,0,12.0,3.0,29.4,1,1,484.0,0.0
35.0,0,0,3,3,2,96.0,16035.0,1566.0,3,97473.0,0,44.0,3.0,22.0,1,2,826.0,1.0
60.0,1,3,0,2,5,19.0,40606.0,922.0,2,53846.0,0,13.0,3.0,24.8,0,2,748.0,0.0
67.0,0,1,1,2,6,27.0,41364.0,4502.0,1,63242.0,1,20.0,3.0,31.1,2,0,767.0,0.0
55.0,1,1,1,1,4,74.0,41996.0,7488.0,4,100752.0,0,8.0,2.0,28.9,2,2,335.0,1.0
63.0,1,1,3,3,1,48.0,4611.0,5052.0,5,32976.0,1,22.0,2.0,23.4,2,1,724.0,0.0
37.0,0,2,1,1,6,65.0,47587.0,641.0,5,96641.0,0,6.0,4.0,33.6,1,1,722.0,0.0
30.0,0,0,2,3,4,34.0,20846.0,2025.0,3,77246.0,1,42.0,3.0,23.7,0,2,467.0,1.0
19.0,1,0,3,3,5,58.0,30871.0,5779.0,4,61515.0,0,1.0,2.0,39.900000000000006,2,0,819.0,0.0
29.0,0,1,3,0,2,88.0,14986.0,5624.0,5,104425.0,0,20.0,3.0,27.0,2,0,434.0,1.0
24.0,0,2,1,2,2,19.0,46096.0,7062.0,2,7244.5,0,32.0,2.0,31.1,0,2,520.0,0.0
67.0,0,3,0,3,5,8.0,24183.0,275.0,1,81814.0,1,35.0,4.0,31.7,1,1,436.0,0.0
19.0,0,2,3,2,5,28.0,29435.0,9339.0,5,64881.0,1,18.0,4.0,22.5,2,2,692.0,0.0
38.0,0,1,3,1,2,86.0,2990.0,596.0,5,92716.0,1,34.0,1.0,25.3,2,1,821.0,0.0
53.0,0,3,2,0,2,47.0,32335.0,7945.0,1,84709.0,1,39.0,1.0,14.299999999999995,0,0,356.0,1.0
55.0,1,0,0,1,5,78.0,37176.0,2486.0,4,69992.5,0,15.0,3.0,14.4,0,1,525.0,0.0
60.0,0,2,2,2,2,46.0,30184.0,1582.0,3,69992.5,1,13.0,5.0,17.8,0,1,625.0,0.0
26.0,1,0,0,2,3,15.0,10120.0,816.0,3,7244.5,1,40.0,1.0,30.8,2,2,340.0,0.0
65.0,0,0,1,1,4,65.0,37096.0,2159.0,5,67420.0,0,30.0,1.0,23.3,2,1,390.0,0.0
44.0,0,2,0,3,1,15.0,43848.0,4920.0,2,45967.0,1,41.0,4.0,25.8,1,1,589.0,0.0
28.0,0,2,1,1,5,27.0,12982.0,7587.0,2,101414.0,1,30.0,2.0,27.5,2,1,791.0,1.0
42.0,1,2,1,3,6,74.0,11171.0,9388.0,3,44579.0,0,29.0,5.0,20.6,1,0,643.0,0.0
44.0,0,0,0,0,0,95.0,18979.0,607.0,5,67864.0,1,25.0,3.0,29.6,2,0,310.0,0.0
44.0,1,0,0,1,3,61.0,44629.0,970.0,1,96366.0,1,44.0,2.0,19.8,0,1,653.0,1.0
22.0,1,1,1,1,4,96.0,6572.0,2485.0,5,49693.0,0,33.0,5.0,25.2,2,2,754.0,0.0
34.0,1,3,3,0,6,8.0,10620.0,1940.0,5,52241.0,0,14.0,1.0,28.0,1,0,524.0,1.0
41.0,1,2,3,3,2,16.0,16563.0,9022.0,5,101624.0,1,16.0,3.0,28.4,2,0,572.0,0.0
19.0,1,3,3,2,5,52.0,27665.0,211.0,5,52224.0,0,30.0,4.0,23.7,1,2,589.0,0.0
56.0,0,3,1,1,4,17.0,4485.0,8176.0,5,79827.0,0,1.0,3.0,31.3,2,2,780.0,1.0
44.0,1,2,2,1,6,44.0,12978.0,398.0,2,63198.0,0,12.0,5.0,23.1,0,0,712.0,0.0
36.0,0,1,3,3,5,10.0,43258.0,3533.0,2,63701.0,1,2.0,1.0,31.0,0,2,780.0,1.0
64.0,1,1,0,1,6,30.0,12617.0,537.0,3,61571.0,1,3.0,1.0,21.6,2,0,438.0,0.0
38.0,0,0,2,2,4,35.0,48376.0,1931.0,3,67198.0,1,17.0,3.0,34.5,2,2,387.0,0.0
68.0,0,1,2,2,0,47.0,3099.0,3897.0,5,57229.0,1,21.0,3.0,27.1,0,1,695.0,0.0
24.0,0,3,3,0,1,36.0,13138.0,4051.0,5,89897.0,0,0.0,4.0,34.8,2,0,557.0,0.0
31.0,1,3,2,2,4,14.0,1644.0,653.0,4,64530.0,1,9.0,2.0,17.1,0,2,537.0,0.0
30.0,0,0,0,1,4,31.0,30372.0,17.0,4,64196.0,0,1.0,4.0,33.7,0,1,387.0,0.0
23.0,0,0,2,0,0,32.0,25817.0,6225.0,1,38627.0,1,26.0,1.0,22.3,2,1,490.0,0.0
47.0,1,3,0,1,5,87.0,42314.0,9453.0,1,76861.0,1,35.0,2.0,21.6,1,2,304.0,0.0
55.0,1,1,3,2,2,26.0,43839.0,5628.0,5,69992.5,0,24.0,1.0,19.5,2,2,710.0,0.0
32.0,0,2,0,0,4,58.0,49940.0,6186.0,4,77730.0,0,31.0,1.0,27.5,0,0,589.0,0.0
41.0,0,0,0,2,1,62.0,29484.0,7771.0,5,89624.0,0,15.0,4.0,26.0,0,2,501.0,1.0
28.0,0,0,1,3,2,73.0,30976.0,5867.0,4,44069.0,1,5.0,4.0,19.6,2,1,606.0,1.0
44.0,0,2,0,3,3,77.0,42253.0,4188.0,0,88829.0,0,27.0,2.0,24.9,0,1,378.0,0.0
49.0,1,3,0,1,1,78.0,41652.0,6793.0,1,123829.0,1,44.0,3.0,34.0,2,0,400.0,0.0
50.0,1,1,3,1,4,56.0,14337.0,3242.0,5,65093.0,1,18.0,5.0,26.3,0,2,447.0,0.0
49.0,0,2,0,2,4,5.0,15634.0,2812.0,3,39185.0,1,26.0,4.0,27.8,1,2,585.0,0.0
69.0,0,2,0,0,2,21.0,34353.0,2275.0,5,69992.5,0,11.0,4.0,20.7,2,2,464.0,0.0
29.0,2,0,2,2,6,37.0,35301.0,9623.0,5,114474.0,1,7.0,5.0,18.6,2,1,836.0,0.0
56.0,1,3,0,0,0,56.0,42840.0,7377.0,0,79942.0,1,13.0,3.0,22.3,0,1,552.0,1.0
38.0,1,3,1,0,2,65.0,4728.0,4344.0,0,7244.5,0,4.0,2.0,30.5,1,0,583.0,1.0
42.0,0,0,2,2,2,22.0,18093.0,1036.0,2,63934.0,0,3.0,2.0,30.5,0,2,386.0,0.0
40.0,0,1,3,2,6,71.0,14935.0,1538.0,0,90920.0,1,7.0,1.0,30.5,0,1,410.0,0.0
47.0,0,1,2,0,2,62.0,16951.0,9401.0,1,116349.0,1,4.0,1.0,33.0,1,0,331.0,1.0
35.0,0,3,3,1,5,14.0,4341.0,6338.0,5,95868.0,0,10.0,5.0,23.1,1,2,344.0,0.0
43.0,1,0,3,2,1,22.0,47469.0,2542.0,3,100580.0,0,29.0,4.0,28.5,0,1,306.0,0.0
37.0,1,3,0,1,6,48.0,12554.0,2807.0,5,68142.0,0,8.0,5.0,26.6,1,1,711.0,0.0
58.0,0,1,3,0,2,9.0,18626.0,7207.0,4,115368.0,1,42.0,2.0,27.6,0,2,790.0,0.0
52.0,0,3,1,2,5,16.0,46038.0,3693.0,5,103727.0,1,43.0,2.0,29.8,2,2,323.0,0.0
64.0,1,2,2,2,1,70.0,19178.0,8299.0,5,64135.0,0,41.0,3.0,30.3,0,0,589.0,1.0
30.0,0,3,3,1,4,68.0,31041.0,7256.0,5,84496.0,1,36.0,4.0,19.2,0,0,338.0,1.0
59.0,1,3,0,0,5,86.0,34941.0,1077.0,0,17125.0,1,22.0,1.0,26.5,1,2,464.0,0.0
20.0,0,1,0,2,1,17.0,17448.0,3044.0,0,113453.0,1,37.0,3.0,27.3,0,1,340.0,0.0
50.0,0,2,0,3,5,81.0,17002.0,550.0,5,85692.0,0,17.0,4.0,24.5,0,2,503.0,1.0
59.0,0,2,3,2,0,94.0,5762.0,2135.0,5,89124.0,0,44.0,4.0,20.9,1,0,441.0,1.0
59.0,1,2,0,0,4,79.0,38856.0,3350.0,1,40462.0,1,24.0,3.0,21.9,0,2,300.0,0.0
61.0,0,0,1,0,5,74.0,30789.0,9441.0,1,78977.0,0,43.0,2.0,18.9,2,0,706.0,0.0
19.0,0,0,3,3,3,61.0,7217.0,1435.0,2,54063.0,1,32.0,2.0,24.4,0,1,342.0,1.0
39.0,0,1,3,3,5,28.0,1218.0,8149.0,5,63528.0,0,31.0,4.0,29.9,0,1,518.0,0.0
58.0,1,3,0,1,3,52.0,48578.0,1039.0,5,34048.0,1,18.0,2.0,17.5,0,0,416.0,1.0
21.0,0,1,2,3,2,71.0,43127.0,2388.0,5,41059.0,1,19.0,5.0,24.2,1,1,678.0,0.0
57.0,0,0,2,3,5,90.0,5875.0,1842.0,3,81057.0,1,6.0,2.0,25.2,0,1,351.0,0.0
56.0,0,2,3,2,2,27.0,9538.0,475.0,5,63798.0,1,41.0,1.0,22.9,0,0,428.0,0.0
46.0,0,2,3,3,5,24.0,13651.0,3168.0,0,23892.0,0,35.0,1.0,21.0,2,0,602.0,0.0
47.0,1,3,1,3,2,17.0,22384.0,9106.0,3,42313.0,1,40.0,2.0,28.2,0,0,798.0,1.0
64.0,1,0,2,0,6,91.0,47097.0,7464.0,2,97117.0,0,20.0,1.0,27.1,0,2,799.0,0.0
31.0,0,3,1,2,2,75.0,45469.0,4317.0,2,67814.0,1,6.0,1.0,32.3,0,1,443.0,1.0
19.0,0,1,0,0,2,15.0,38368.0,6300.0,3,97027.0,0,41.0,2.0,34.2,2,2,580.0,0.0
33.0,1,0,0,2,2,45.0,45793.0,1121.0,3,84854.0,0,23.0,1.0,26.0,0,1,657.0,0.0
29.0,1,0,3,2,1,27.0,37251.0,8252.0,3,85580.0,0,40.0,5.0,31.0,2,2,771.0,0.0
58.0,1,0,3,2,5,6.0,5593.0,6199.0,5,90197.0,0,25.0,4.0,26.5,1,2,669.0,0.0
56.0,0,2,2,2,6,40.0,10057.0,1761.0,4,15602.0,1,10.0,5.0,33.8,0,0,490.0,0.0
60.0,1,3,2,2,5,28.0,45371.0,3248.0,5,68963.0,0,6.0,4.0,20.6,0,0,701.0,1.0
55.0,1,1,0,0,6,48.0,21490.0,737.0,5,59783.0,0,34.0,2.0,27.9,2,2,589.0,0.0
63.0,0,3,0,1,6,39.0,48586.0,4842.0,3,69992.5,1,12.0,3.0,22.9,1,0,318.0,0.0
48.0,0,2,2,3,4,96.0,11895.0,890.0,0,39854.0,1,12.0,5.0,27.9,0,2,677.0,0.0
62.0,0,1,1,2,2,47.0,19089.0,5100.0,5,7244.5,1,42.0,4.0,21.1,2,1,762.0,0.0
58.0,1,2,1,0,6,68.0,33543.0,4038.0,5,67597.0,0,29.0,3.0,31.7,2,2,561.0,0.0
49.0,0,0,3,1,6,68.0,22305.0,3035.0,5,90251.0,0,20.0,5.0,39.900000000000006,2,1,782.0,0.0
50.0,0,2,0,2,5,20.0,43498.0,5552.0,5,84239.0,1,23.0,4.0,24.8,1,2,487.0,1.0
68.0,1,0,1,1,4,55.0,41473.0,3740.0,5,62672.0,1,33.0,5.0,22.2,0,0,393.0,0.0
31.0,0,3,1,3,1,87.0,35220.0,3116.0,5,132266.0,0,5.0,3.0,28.0,2,2,357.0,1.0
29.0,0,3,0,1,0,55.0,38335.0,5331.0,5,41669.0,0,2.0,4.0,32.1,1,0,589.0,0.0
62.0,1,3,2,3,6,29.0,33858.0,2444.0,2,60222.0,1,22.0,1.0,23.7,2,0,649.0,1.0
35.0,1,0,2,3,3,86.0,43757.0,1783.0,4,79777.0,1,33.0,5.0,23.7,2,0,714.0,0.0
52.0,0,0,3,2,0,53.0,13797.0,9599.0,3,82763.0,1,42.0,2.0,24.6,2,1,743.0,1.0
26.0,1,3,0,0,6,54.0,24382.0,6346.0,1,58657.0,0,34.0,3.0,30.8,1,2,586.0,0.0
43.0,0,0,1,2,5,17.0,37230.0,9895.0,5,99217.0,0,28.0,5.0,33.0,2,2,498.0,0.0
29.0,0,3,2,3,3,76.0,37245.0,5879.0,0,67598.0,1,16.0,4.0,29.1,2,0,556.0,0.0
28.0,1,2,0,1,1,34.0,48964.0,7423.0,2,76072.0,1,39.0,3.0,25.2,2,1,724.0,0.0
22.0,1,2,1,0,6,50.0,20757.0,6432.0,3,82911.0,0,9.0,2.0,28.2,0,2,732.0,0.0
25.0,1,1,2,3,3,49.0,23209.0,8069.0,2,72290.0,1,16.0,3.0,26.5,0,0,708.0,1.0
50.0,0,0,2,0,0,83.0,8884.0,5334.0,5,39746.0,0,14.0,2.0,26.7,2,0,371.0,0.0
58.0,0,1,2,3,6,71.0,27175.0,7759.0,5,96296.0,0,1.0,2.0,25.4,2,2,589.0,0.0
30.0,1,0,1,1,2,49.0,40226.0,1678.0,4,69992.5,0,2.0,5.0,24.1,2,1,658.0,1.0
26.0,0,0,1,2,4,88.0,12667.0,1681.0,0,49347.0,1,6.0,1.0,29.9,0,0,816.0,1.0
59.0,1,1,0,2,6,76.0,48549.0,8608.0,1,69992.5,1,32.0,5.0,21.0,1,2,521.0,0.0
53.0,0,1,0,1,5,33.0,37287.0,1393.0,3,71111.0,0,10.0,3.0,32.6,0,1,489.0,0.0
26.0,1,3,0,2,3,41.0,43398.0,288.0,4,66357.0,0,34.0,3.0,33.7,1,0,306.0,0.0
63.0,0,2,2,2,3,50.0,33029.0,4532.0,5,73386.0,1,1.0,2.0,25.9,0,1,362.0,1.0
43.0,0,0,0,3,5,89.0,4142.0,1970.0,5,56210.0,0,38.0,3.0,15.7,2,0,593.0,0.0
65.0,0,3,0,3,0,80.0,31474.0,6137.0,1,68671.0,0,25.0,1.0,23.0,0,2,803.0,0.0
60.0,0,1,0,2,5,51.0,7746.0,3884.0,3,52506.0,1,17.0,5.0,23.2,2,2,459.0,1.0
37.0,0,1,0,0,0,5.0,26036.0,3567.0,5,51337.0,1,26.0,4.0,29.8,2,0,805.0,0.0
45.0,1,3,3,1,5,97.0,37450.0,7210.0,5,87550.0,1,8.0,2.0,28.9,0,1,715.0,0.0
41.0,0,1,1,3,6,46.0,26488.0,6566.0,4,66231.0,1,31.0,4.0,32.7,1,0,638.0,0.0
18.0,1,0,3,0,4,5.0,16898.0,3060.0,3,114580.0,1,28.0,4.0,27.4,0,2,589.0,0.0
42.0,0,0,1,2,4,16.0,37093.0,4034.0,1,69992.5,0,1.0,5.0,22.5,1,2,847.0,0.0
63.0,0,1,2,1,4,80.0,20892.0,5790.0,0,111270.0,1,18.0,5.0,16.6,2,2,668.0,1.0
28.0,0,3,3,0,3,63.0,3225.0,1530.0,5,88396.0,1,29.0,5.0,27.1,1,2,335.0,0.0
22.0,0,2,2,0,2,44.0,15496.0,5048.0,2,57606.0,0,28.0,2.0,32.2,1,2,724.0,0.0
31.0,1,1,3,2,5,31.0,41078.0,858.0,2,69992.5,0,34.0,4.0,31.3,1,1,622.0,1.0
35.0,1,2,1,0,5,58.0,3995.0,7316.0,5,58413.0,1,33.0,3.0,32.0,0,0,647.0,0.0
38.0,1,2,2,1,1,72.0,31617.0,2939.0,4,44327.0,1,35.0,2.0,25.3,2,0,483.0,0.0
54.0,1,1,3,1,6,54.0,19766.0,9198.0,3,32821.0,0,0.0,5.0,31.3,2,0,355.0,0.0
65.0,0,0,1,3,1,10.0,37692.0,1046.0,5,50844.0,1,40.0,4.0,29.5,2,0,311.0,0.0
63.0,0,3,3,3,1,27.0,42217.0,3897.0,5,79662.0,1,35.0,3.0,33.7,0,1,669.0,0.0
66.0,0,1,1,1,2,26.0,10496.0,7736.0,0,77969.0,1,9.0,5.0,32.0,1,2,629.0,1.0
22.0,0,3,3,0,6,52.0,37054.0,8241.0,3,132264.0,1,39.0,5.0,24.9,1,2,563.0,0.0
31.0,1,1,0,3,5,84.0,48385.0,9337.0,1,69992.5,0,26.0,5.0,26.3,2,1,435.0,1.0
52.0,0,0,1,0,3,34.0,1890.0,2149.0,5,62958.0,1,34.0,2.0,29.3,1,0,434.0,0.0
26.0,0,0,0,3,0,38.0,40646.0,5402.0,1,54748.0,0,16.0,1.0,21.5,0,0,820.0,0.0
28.0,0,3,1,0,1,85.0,17250.0,2805.0,5,83562.0,0,18.0,5.0,26.0,2,2,422.0,0.0
21.0,0,0,2,3,6,33.0,6849.0,1360.0,4,27969.0,0,1.0,1.0,28.3,0,2,829.0,0.0
25.0,1,2,0,3,3,36.0,32668.0,1980.0,4,44455.0,1,39.0,3.0,23.5,0,2,589.0,0.0
68.0,0,3,0,0,4,24.0,44688.0,7891.0,5,72886.0,1,4.0,1.0,25.6,1,2,787.0,1.0
54.0,1,3,1,0,6,91.0,225.0,5186.0,5,89844.0,1,39.0,5.0,31.4,2,2,362.0,1.0
45.0,0,3,3,0,6,58.0,31666.0,5383.0,0,42909.0,1,39.0,5.0,29.6,2,0,720.0,0.0
31.0,1,0,0,2,5,33.0,25175.0,842.0,0,43917.0,1,43.0,1.0,14.299999999999995,2,2,652.0,0.0
62.0,0,0,0,0,4,54.0,47208.0,1295.0,0,75258.0,0,12.0,1.0,19.8,1,1,837.0,0.0
19.0,0,1,2,1,3,48.0,17785.0,3605.0,1,69992.5,1,30.0,3.0,29.1,2,1,589.0,0.0
46.0,0,1,3,3,6,61.0,7339.0,9357.0,5,69992.5,0,3.0,2.0,33.6,0,0,821.0,0.0
37.0,0,1,3,0,5,17.0,27439.0,6089.0,5,96089.0,1,32.0,3.0,29.0,0,1,711.0,1.0
55.0,1,3,0,0,5,90.0,44621.0,6377.0,5,35622.0,1,6.0,5.0,30.6,2,0,526.0,0.0
62.0,0,1,2,1,1,92.0,17533.0,7406.0,0,94031.0,0,37.0,4.0,27.1,1,1,805.0,0.0
23.0,0,2,3,2,3,99.0,39428.0,2935.0,3,69992.5,0,37.0,5.0,30.4,0,0,794.0,1.0
29.0,1,0,0,1,1,48.0,37434.0,8475.0,4,123949.0,1,13.0,4.0,35.2,1,2,330.0,0.0
64.0,0,3,0,1,5,75.0,15606.0,8150.0,1,101091.0,0,8.0,5.0,21.6,2,1,596.0,0.0
33.0,0,2,1,2,5,46.0,17233.0,1250.0,2,41058.0,1,14.0,2.0,32.7,2,0,357.0,0.0
63.0,0,0,3,2,2,83.0,10471.0,2886.0,3,66535.0,1,34.0,2.0,27.1,2,0,700.0,0.0
19.0,0,1,3,2,1,48.0,1883.0,6067.0,4,59423.0,0,18.0,3.0,29.1,0,0,603.0,1.0
57.0,0,2,0,3,6,52.0,44150.0,6255.0,5,111232.0,0,36.0,3.0,32.3,1,0,589.0,1.0
22.0,0,2,1,3,0,54.0,45532.0,8620.0,1,26016.0,1,30.0,2.0,37.9,0,1,600.0,0.0
64.0,0,0,0,3,6,45.0,34813.0,7536.0,3,44772.0,1,23.0,1.0,26.9,2,1,544.0,0.0
37.0,0,3,2,1,5,10.0,12038.0,1470.0,5,48738.0,1,22.0,2.0,25.3,0,2,720.0,0.0
29.0,1,0,0,1,0,38.0,49531.0,2378.0,5,69992.5,0,34.0,4.0,30.0,0,1,575.0,1.0
65.0,1,1,3,0,2,25.0,29858.0,516.0,4,69992.5,1,10.0,1.0,27.5,0,2,348.0,0.0
33.0,0,0,1,1,2,33.0,8874.0,9712.0,3,63317.0,1,1.0,2.0,24.0,2,1,717.0,0.0
47.0,0,2,0,2,5,17.0,10328.0,2236.0,2,42241.0,1,35.0,5.0,28.6,0,0,765.0,0.0
37.0,0,1,1,3,5,21.0,38115.0,7270.0,5,87024.0,0,13.0,4.0,31.2,0,0,589.0,0.0
38.0,0,0,2,3,0,81.0,32641.0,6363.0,5,66737.0,1,7.0,1.0,31.2,2,0,781.0,0.0
23.0,0,3,0,3,3,22.0,37764.0,8034.0,5,63166.0,0,4.0,1.0,19.0,1,0,772.0,1.0
26.0,0,1,0,3,5,28.0,25398.0,817.0,2,33283.0,1,16.0,4.0,15.5,1,1,589.0,1.0
20.0,0,1,0,2,3,75.0,22772.0,8814.0,5,49909.0,1,38.0,4.0,18.8,1,2,800.0,1.0
37.0,1,2,0,1,4,83.0,42784.0,2691.0,1,69992.5,1,41.0,3.0,20.3,2,1,762.0,0.0
65.0,1,1,1,2,0,47.0,38602.0,9920.0,5,69992.5,0,44.0,3.0,18.5,2,2,487.0,0.0
50.0,1,2,1,3,6,71.0,14343.0,5959.0,3,65901.0,0,13.0,2.0,25.5,2,2,322.0,0.0
54.0,2,2,0,2,4,91.0,9845.0,9486.0,4,37085.0,0,35.0,1.0,27.3,0,2,539.0,0.0
34.0,0,3,2,3,0,30.0,25144.0,4923.0,1,34134.0,1,32.0,3.0,29.9,0,0,751.0,0.0
65.0,0,2,2,0,5,56.0,15357.0,5617.0,3,97536.0,0,20.0,4.0,31.7,1,2,335.0,0.0
58.0,1,2,1,0,5,26.0,19633.0,1444.0,3,69992.5,1,36.0,1.0,28.7,2,2,817.0,0.0
66.0,0,0,1,3,1,72.0,48155.0,9647.0,3,74985.0,1,37.0,5.0,26.0,1,2,369.0,0.0
32.0,0,0,0,3,5,87.0,38028.0,9794.0,5,80199.0,1,28.0,2.0,31.3,2,0,682.0,0.0
36.0,1,3,0,3,1,82.0,11877.0,8346.0,4,96433.0,0,44.0,4.0,25.5,0,2,751.0,1.0
30.0,1,0,1,2,3,59.0,10662.0,5440.0,5,99618.0,0,16.0,4.0,31.5,1,0,750.0,1.0
67.0,0,3,0,1,1,99.0,28123.0,8963.0,5,116198.0,0,27.0,5.0,26.2,1,2,469.0,0.0
40.0,0,0,0,2,1,79.0,43585.0,5643.0,2,37553.0,1,32.0,2.0,24.9,1,2,319.0,1.0
61.0,0,3,2,3,0,42.0,6200.0,1348.0,5,109765.0,1,25.0,5.0,35.5,0,2,648.0,0.0
41.0,1,1,3,3,3,23.0,32539.0,6564.0,0,69992.5,0,17.0,4.0,25.7,0,2,688.0,0.0
41.0,1,3,3,2,4,60.0,45779.0,1282.0,5,62017.0,1,36.0,1.0,24.6,0,0,534.0,0.0
44.0,0,0,0,3,3,73.0,5332.0,5704.0,2,61002.0,1,17.0,2.0,27.1,0,2,815.0,1.0
40.0,1,2,2,2,0,72.0,24897.0,4769.0,0,57508.0,1,5.0,3.0,32.8,1,2,525.0,0.0
29.0,0,0,2,1,2,53.0,24358.0,6319.0,2,94279.0,0,40.0,1.0,34.2,2,1,588.0,0.0
28.0,0,1,1,0,2,57.0,16565.0,2847.0,4,72106.0,0,33.0,5.0,29.5,1,2,840.0,0.0
25.0,0,3,1,3,2,57.0,33379.0,6277.0,0,58609.0,1,17.0,1.0,27.1,0,2,729.0,0.0
41.0,1,0,3,3,1,33.0,42283.0,7335.0,5,49932.0,0,32.0,3.0,14.299999999999995,0,0,658.0,0.0
58.0,0,2,2,0,0,38.0,14043.0,4107.0,5,58535.0,0,41.0,3.0,31.8,2,0,587.0,0.0
27.0,0,3,0,0,4,29.0,25908.0,7559.0,5,83120.0,1,17.0,5.0,21.9,0,2,329.0,0.0
41.0,1,1,3,2,6,95.0,38954.0,5344.0,5,68414.0,1,20.0,3.0,26.1,0,0,828.0,1.0
28.0,0,2,1,2,4,94.0,6320.0,5231.0,0,29534.0,0,34.0,3.0,31.3,1,1,700.0,0.0
50.0,0,0,0,1,3,98.0,28158.0,7468.0,0,91851.0,0,18.0,4.0,27.1,2,2,373.0,1.0
46.0,1,1,2,1,6,33.0,46961.0,4359.0,3,69992.5,1,22.0,3.0,22.5,0,0,796.0,0.0
67.0,1,0,1,2,3,12.0,3031.0,6844.0,5,80659.0,1,12.0,5.0,27.1,1,2,305.0,0.0
30.0,0,1,1,2,6,40.0,5598.0,1712.0,1,70701.0,0,2.0,3.0,26.6,0,2,439.0,1.0
45.0,0,0,2,2,1,12.0,37257.0,5580.0,0,113576.0,1,33.0,4.0,16.3,2,1,675.0,0.0
22.0,0,3,0,2,0,60.0,21807.0,7174.0,5,57051.0,1,34.0,1.0,33.8,2,1,791.0,1.0
34.0,0,2,1,2,2,78.0,12217.0,7288.0,1,75371.0,1,41.0,1.0,26.0,2,2,405.0,0.0
53.0,0,2,1,3,1,30.0,2151.0,327.0,2,50991.0,0,41.0,2.0,24.9,2,1,429.0,1.0
37.0,1,2,2,0,1,83.0,16591.0,8381.0,4,58305.0,0,33.0,2.0,32.0,2,0,562.0,0.0
21.0,1,3,1,3,0,66.0,22915.0,5437.0,0,94149.0,0,0.0,1.0,19.1,0,1,823.0,0.0
45.0,1,0,0,3,4,8.0,25448.0,9448.0,2,108320.0,0,7.0,4.0,16.3,2,2,732.0,0.0
33.0,0,0,3,1,5,31.0,11627.0,2375.0,5,65807.0,0,43.0,2.0,27.1,2,0,795.0,0.0
56.0,0,3,2,2,5,57.0,39990.0,2053.0,0,85133.0,0,41.0,4.0,21.5,1,1,715.0,1.0
47.0,1,3,2,0,1,22.0,29370.0,4894.0,2,91406.0,0,24.0,4.0,31.6,2,1,573.0,0.0
47.0,1,0,3,2,4,95.0,551.0,3369.0,3,57190.0,0,35.0,2.0,30.8,2,2,359.0,0.0
37.0,1,0,0,0,5,40.0,48117.0,1213.0,2,80155.0,1,26.0,1.0,29.6,0,0,589.0,1.0
49.0,0,0,0,0,4,9.0,34006.0,1456.0,5,82078.0,0,33.0,3.0,15.1,2,0,849.0,0.0
63.0,0,3,3,1,2,54.0,49422.0,800.0,3,66806.0,1,12.0,3.0,32.4,0,0,307.0,0.0
43.0,1,1,2,1,3,59.0,18136.0,7669.0,5,54223.0,0,30.0,3.0,21.4,0,2,673.0,0.0
