id,age,gender,education,marital_status,workclass,occupation,hours_per_week,capital_gain,capital_loss,native_country,annual_income,loan_status,experience_years,job_satisfaction,bmi,smoking_status,physical_activity,credit_score,disease_risk
2050,29,Female,Masters,Single,Private,Craft-repair,98,39881,6102,UK,49265.0,denied,3,1,20.2,non-smoker,low,374.0,1
2051,42,Male,PhD,Single,Private,Tech-support,38,46839,2222,Germany,14553.0,denied,22,5,22.2,non-smoker,medium,593.0,0
2052,49,Female,PhD,Divorced,Self-Employed,Craft-repair,67,45096,8793,us,140897.0,approved,16,1,31.1,non-smoker,high,591.0,1
2053,32,Male,High School,Divorced,Government,Prof-specialty,8,42350,796,Germany,74958.0,denied,36,4,31.4,smoker,high,369.0,0
2054,47,Male,Masters,Married,Self-Employed,Prof-specialty,88,10190,3814,Germany,71608.0,denied,41,3,21.6,non-smoker,medium,496.0,1
2055,44,Female,High School,Widowed,Private,Prof-specialty,9,32734,5878,USA,50898.0,approved,20,4,25.1,occasional,medium,814.0,0
2056,67,Female,Bachelors,Single,Private,Craft-repair,32,39841,1528,USA,62232.0,denied,30,2,37.2,occasional,low,349.0,0
2057,25,Female,Masters,Divorced,Private,Exec-managerial,38,45166,2031,U.S.,89570.0,approved,6,3,11.1,smoker,high,434.0,1
2058,44,Male,PhD,Widowed,Unemployed,Tech-support,65,18029,4307,Mexico,76412.0,approved,11,5,32.1,smoker,medium,,0
2059,32,Female,Bachelors,Married,Self-Employed,Tech-support,5,40594,3440,USA,42020.0,denied,34,1,27.8,occasional,low,426.0,1
2060,23,Female,Masters,Married,Self-Employed,Craft-repair,30,2818,6842,USA,97625.0,denied,9,2,24.4,non-smoker,high,705.0,0
2061,66,Female,Masters,Widowed,Self-Employed,Sales,66,37499,6563,Canada,64848.0,approved,32,5,26.2,smoker,high,536.0,0
2062,68,Female,Bachelors,Divorced,Private,Tech-support,84,41883,3115,UK,95433.0,denied,28,5,28.8,occasional,high,710.0,1
2063,50,Female,PhD,Married,Unemployed,Tech-support,69,24544,808,,37248.0,approved,28,3,22.9,occasional,high,803.0,0
2064,38,Female,PhD,Married,Self-Employed,Prof-specialty,70,13463,5419,Germany,44989.0,approved,25,2,26.8,smoker,high,515.0,1
2065,41,Female,Masters,Divorced,Self-Employed,,29,45651,6198,us,24924.0,approved,31,5,36.2,non-smoker,medium,753.0,0
2066,40,Female,High School,Single,Unemployed,Tech-support,70,46379,7369,Germany,33531.0,approved,32,4,23.1,non-smoker,low,838.0,0
2067,57,Male,PhD,Married,Unemployed,Sales,35,27371,5813,Germany,84857.0,approved,28,1,22.7,occasional,low,unknown,0
2068,31,Male,High School,Divorced,Self-Employed,Craft-repair,66,48770,6558,us,73878.0,approved,36,1,21.7,smoker,low,511.0,0
2069,56,Male,Bachelors,Widowed,Government,Sales,86,32522,1889,Canada,90913.0,approved,36,2,25.3,smoker,high,537.0,0
2070,41,Female,High School,Single,Government,Other-service,62,41647,1327,USA,81398.0,denied,42,4,27.4,occasional,low,640.0,0
2071,58,Female,PhD,Widowed,Private,Exec-managerial,58,6871,835,USA,115610.0,denied,15,5,22.6,smoker,high,789.0,0
2072,48,Male,PhD,Married,Private,Exec-managerial,62,44236,3972,USA,69335.0,denied,32,2,25.8,non-smoker,medium,551.0,0
2073,60,Female,Bachelors,Widowed,Unemployed,Prof-specialty,79,15908,8570,Canada,103816.0,denied,23,5,24.5,occasional,high,614.0,1
2074,20,Female,Bachelors,Divorced,Self-Employed,Other-service,62,3682,2839,USA,54245.0,denied,28,1,30.6,occasional,medium,772.0,1
2075,64,Female,PhD,Widowed,Government,,58,26684,1334,Germany,65059.0,approved,17,3,32.9,smoker,medium,722.0,0
2076,38,Female,High School,Divorced,Government,Sales,18,43405,7309,Mexico,58095.0,denied,44,5,28.2,occasional,high,,1
2077,37,Female,PhD,Divorced,Private,Tech-support,22,10956,5315,Mexico,52903.0,denied,22,4,32.1,smoker,high,428.0,0
2078,45,Female,PhD,Married,Unemployed,Machine-op-inspct,78,49051,1886,us,84969.0,approved,38,5,34.9,smoker,low,651.0,1
2079,54,Male,High School,Widowed,Unemployed,Other-service,74,31231,4723,us,65572.0,approved,16,2,36.0,smoker,high,640.0,1
2080,22,Male,PhD,Widowed,Government,Sales,48,6915,3857,Mexico,63652.0,approved,8,2,29.4,occasional,low,600.0,1
2081,33,Male,Bachelors,Single,,Craft-repair,80,35468,7529,USA,91310.0,denied,2,5,29.9,non-smoker,medium,670.0,1
2082,44,Female,Masters,Married,Government,Tech-support,85,49118,896,USA,76378.0,denied,41,5,31.6,smoker,low,,1
2083,40,Male,PhD,Divorced,Private,Prof-specialty,53,43146,1240,USA,74078.0,denied,20,3,23.8,occasional,medium,645.0,0
2084,49,Male,PhD,Widowed,Self-Employed,Other-service,76,4823,4136,us,92369.0,approved,29,5,21.0,smoker,medium,666.0,0
2085,47,Male,Masters,Divorced,Unemployed,Tech-support,13,18615,2601,India,60184.0,denied,18,1,23.1,smoker,medium,590.0,1
2086,23,Male,PhD,Single,Self-Employed,Other-service,56,16056,121,Canada,88174.0,denied,9,5,24.3,smoker,medium,808.0,1
2087,24,Male,PhD,Widowed,Private,Prof-specialty,5,43855,2518,UK,45118.0,approved,24,2,25.3,non-smoker,low,,0
2088,32,Female,Bachelors,Married,Self-Employed,Tech-support,28,21965,3532,USA,43608.0,approved,5,2,28.7,non-smoker,high,499.0,1
2089,35,Female,High School,Single,Self-Employed,Exec-managerial,5,30409,8118,,92936.0,approved,22,5,19.4,occasional,high,787.0,1
2090,58,Female,High School,Divorced,Unemployed,Sales,73,32731,9856,Mexico,65597.0,denied,12,4,26.9,smoker,medium,495.0,0
2091,63,Female,High School,Widowed,Private,Prof-specialty,5,35653,8565,USA,,denied,36,1,27.7,occasional,medium,390.0,0
2092,32,Female,Masters,Married,Unemployed,Other-service,45,17324,6915,us,33339.0,denied,10,4,22.1,smoker,low,650.0,0
2093,20,Male,Masters,Widowed,Self-Employed,Sales,42,26072,5540,UK,88680.0,denied,38,1,19.4,non-smoker,medium,704.0,0
2094,68,Female,Bachelors,Married,Self-Employed,Sales,49,26101,2807,India,56200.0,approved,12,4,24.0,occasional,low,527.0,0
2095,24,Male,High School,Married,Self-Employed,Prof-specialty,70,44334,9574,us,69875.0,approved,20,2,24.0,smoker,low,588.0,0
2096,60,Female,Masters,Widowed,Unemployed,Other-service,52,7549,2937,us,38299.0,denied,42,3,27.3,smoker,high,408.0,1
2097,51,Male,Bachelors,Widowed,Unemployed,Exec-managerial,58,41940,6495,U.S.,42190.0,approved,5,4,22.0,occasional,high,470.0,1
2098,48,Female,High School,Single,Government,Machine-op-inspct,40,41462,3171,Mexico,71675.0,approved,29,2,21.8,non-smoker,high,828.0,0
2099,18,Male,High School,Married,Government,Sales,28,21337,5718,us,82674.0,denied,33,1,19.2,smoker,low,779.0,0
2100,23,Male,High School,Married,,Prof-specialty,47,9051,9924,USA,47847.0,denied,7,4,32.8,smoker,medium,640.0,0
2101,47,Male,Bachelors,Widowed,Self-Employed,Tech-support,73,11238,4246,India,62286.0,denied,5,5,25.7,non-smoker,high,348.0,0
2102,20,Male,Masters,Widowed,,Tech-support,47,32005,6314,Canada,66058.0,approved,5,5,32.4,smoker,high,unknown,0
2103,31,Female,Masters,Divorced,Self-Employed,,66,20712,536,us,71860.0,approved,0,5,24.6,non-smoker,high,636.0,1
2104,68,Male,Masters,Single,Unemployed,Exec-managerial,6,34196,3421,Canada,110598.0,denied,20,1,30.6,non-smoker,medium,628.0,0
2105,22,Male,Masters,Single,Private,Exec-managerial,97,37127,6140,Mexico,84542.0,approved,11,5,,non-smoker,medium,557.0,0
2106,60,Female,PhD,Single,Government,Exec-managerial,85,41586,6145,Mexico,47432.0,denied,24,1,27.9,non-smoker,high,755.0,1
2107,40,Male,Bachelors,Widowed,Unemployed,Prof-specialty,96,13435,7576,UK,57310.0,denied,0,2,25.4,non-smoker,medium,653.0,0
2108,44,Female,High School,Married,Unemployed,Craft-repair,34,755,1016,U.S.,52810.0,approved,19,2,24.0,non-smoker,medium,,0
2109,21,Male,Masters,Widowed,Private,Machine-op-inspct,8,7527,1400,USA,40728.0,denied,31,2,27.9,non-smoker,low,717.0,0
2110,22,Male,Masters,Widowed,Government,Other-service,9,39993,5236,Canada,73429.0,denied,26,2,29.7,non-smoker,low,429.0,0
2111,29,Male,PhD,Widowed,Private,Sales,97,26407,3699,us,99340.0,denied,34,2,28.5,non-smoker,medium,764.0,0
2112,32,Female,Masters,Divorced,Government,Craft-repair,42,48787,7348,India,,denied,6,5,23.1,smoker,high,684.0,1
2113,50,Female,PhD,Married,Unemployed,Tech-support,37,10455,4319,Germany,66879.0,denied,11,3,31.8,smoker,medium,798.0,1
2114,43,Female,High School,Single,Self-Employed,Tech-support,20,32024,9932,Canada,88646.0,approved,38,4,23.3,smoker,medium,568.0,0
2115,24,Female,Bachelors,Married,Government,Exec-managerial,33,7419,7547,UK,60064.0,approved,6,3,28.1,non-smoker,high,,1
2116,41,Female,Bachelors,Widowed,Private,Craft-repair,29,16029,4011,Mexico,79524.0,approved,43,3,25.1,occasional,medium,321.0,0
2117,37,Male,PhD,Widowed,Unemployed,Sales,74,21070,121,Canada,87377.0,approved,7,5,23.6,smoker,low,360.0,0
2118,58,Female,Masters,Single,Private,Exec-managerial,15,41382,9451,Mexico,88140.0,approved,33,3,34.0,non-smoker,low,753.0,0
2119,42,Female,High School,Single,Unemployed,Prof-specialty,32,38382,2568,us,41589.0,approved,21,5,34.3,smoker,medium,631.0,0
2120,37,Female,PhD,Divorced,Private,Exec-managerial,28,41572,674,U.S.,79516.0,approved,38,5,,non-smoker,low,812.0,0
2121,34,Female,PhD,Married,Private,Other-service,35,8883,474,Germany,103647.0,denied,39,1,33.9,smoker,high,326.0,0
2122,44,Male,High School,Divorced,Self-Employed,Sales,88,25168,2770,Mexico,72272.0,approved,40,2,23.2,non-smoker,high,711.0,0
2123,53,Male,Masters,Single,Private,Craft-repair,70,47351,49,U.S.,,denied,35,5,25.6,occasional,high,506.0,1
2124,52,Female,Masters,Married,Private,Craft-repair,76,47025,1684,us,48124.0,denied,38,2,17.6,smoker,medium,631.0,1
2125,65,Male,High School,Married,Private,Machine-op-inspct,372,11617,9927,USA,918945.0,denied,6,3,102.0,occasional,medium,696.0,1
2126,26,Female,PhD,Single,Self-Employed,Sales,64,31625,3001,U.S.,111298.0,denied,13,2,24.6,non-smoker,high,364.0,0
2127,46,Female,High School,Single,Private,Sales,91,2655,4144,Mexico,87802.0,denied,36,2,26.2,smoker,medium,300.0,0
2128,34,Male,Masters,Married,Government,Machine-op-inspct,58,24009,4420,Mexico,79810.0,denied,37,3,20.0,smoker,high,442.0,0
2129,24,Female,Masters,Single,Unemployed,Craft-repair,31,28566,2119,Germany,105324.0,denied,38,1,29.3,occasional,low,727.0,1
2130,65,Male,Bachelors,Widowed,Private,,67,15957,7316,Mexico,77039.0,approved,16,3,24.2,smoker,low,394.0,0
2131,30,Male,Bachelors,Divorced,Unemployed,Machine-op-inspct,47,45040,529,U.S.,21832.0,approved,11,1,,non-smoker,low,515.0,0
2132,35,Male,Masters,Divorced,Government,,65,31560,4643,India,104996.0,denied,34,3,26.3,smoker,medium,769.0,0
2133,57,Male,High School,Divorced,Self-Employed,Sales,70,30951,9225,UK,96894.0,denied,19,3,28.6,occasional,medium,428.0,1
2134,51,Female,Masters,Single,Unemployed,Tech-support,14,19974,3890,us,unknown,approved,41,5,29.0,smoker,medium,773.0,0
2135,28,Female,PhD,Divorced,Unemployed,Craft-repair,63,39591,696,UK,,denied,23,3,24.4,smoker,high,767.0,0
2136,31,Male,High School,Widowed,Unemployed,,37,45200,1270,UK,43858.0,denied,35,3,24.4,non-smoker,high,322.0,1
2137,69,Male,Masters,Widowed,Unemployed,Exec-managerial,86,37851,5515,Mexico,92818.0,denied,20,4,30.3,smoker,medium,518.0,0
2138,33,Female,Masters,Married,Self-Employed,Tech-support,86,38530,3084,India,79876.0,approved,21,4,28.3,non-smoker,medium,530.0,0
2139,60,Male,PhD,Widowed,Self-Employed,,30,37386,7109,USA,54233.0,approved,34,3,22.0,smoker,medium,821.0,0
2140,36,Male,Masters,Single,Private,Other-service,64,40410,1944,us,80959.0,denied,34,5,26.7,smoker,high,418.0,0
2141,26,Male,Masters,Married,Government,Exec-managerial,74,45191,7635,UK,82295.0,denied,27,5,,non-smoker,medium,522.0,0
2142,46,Female,PhD,Single,Unemployed,Craft-repair,25,13653,7535,Mexico,60337.0,denied,21,2,23.6,non-smoker,medium,695.0,1
2143,26,Female,PhD,Divorced,Self-Employed,Exec-managerial,86,49804,6432,Mexico,unknown,denied,8,3,29.7,non-smoker,low,374.0,0
2144,19,Other,High School,Divorced,Government,Tech-support,69,29518,1769,USA,43006.0,denied,9,4,36.5,smoker,medium,302.0,1
2145,57,Female,Masters,Married,,Other-service,79,37763,8599,,58227.0,approved,37,1,26.4,occasional,medium,,0
2146,24,Female,Bachelors,Single,Unemployed,Craft-repair,87,22312,741,Mexico,57478.0,approved,7,4,21.9,smoker,low,323.0,1
2147,53,Female,Bachelors,Divorced,,Tech-support,21,28909,9103,Canada,77211.0,approved,44,1,26.9,smoker,low,379.0,0
2148,38,Male,High School,Divorced,,Exec-managerial,46,42236,4523,UK,81708.0,denied,35,1,25.9,smoker,low,315.0,0
2149,40,Female,Bachelors,Single,Government,Other-service,17,44441,9929,Germany,101260.0,approved,21,3,28.2,smoker,high,533.0,0
2150,53,Male,Masters,Single,Unemployed,Tech-support,10,42576,6044,U.S.,59307.0,approved,42,4,28.2,occasional,low,812.0,0
2151,48,Male,High School,Married,Government,Exec-managerial,56,4580,6204,UK,,denied,23,2,27.0,non-smoker,medium,629.0,0
2152,45,Male,Bachelors,Single,Self-Employed,Tech-support,29,46209,9774,,75693.0,denied,2,5,23.6,non-smoker,medium,455.0,0
2153,33,Female,Bachelors,Widowed,Private,Machine-op-inspct,87,47086,2147,Canada,65062.0,approved,16,4,24.1,smoker,low,587.0,0
2154,42,Male,High School,Divorced,Private,Prof-specialty,50,8108,7237,,55032.0,approved,42,4,35.8,occasional,high,594.0,0
2155,53,Male,PhD,Single,Government,Other-service,64,33284,6021,UK,67416.0,approved,25,4,27.5,occasional,medium,673.0,0
2156,26,Female,High School,Widowed,Private,Prof-specialty,35,41866,4154,Canada,62447.0,denied,26,1,30.0,occasional,low,511.0,0
2157,20,Female,Masters,Divorced,Self-Employed,Other-service,97,31294,2625,Canada,60547.0,approved,15,1,22.8,non-smoker,medium,445.0,0
2158,27,Female,Masters,Widowed,Government,Sales,25,2326,5982,Canada,46820.0,approved,23,3,27.1,smoker,low,724.0,0
2159,53,Female,Masters,Widowed,Private,Tech-support,98,35767,3593,,55511.0,denied,25,2,23.6,smoker,medium,439.0,0
2160,26,Male,Masters,Divorced,Private,Other-service,60,48725,6569,UK,80526.0,approved,18,3,30.3,occasional,medium,,1
2161,18,Male,Bachelors,Widowed,Self-Employed,Tech-support,51,17083,5599,India,31779.0,approved,5,4,30.9,non-smoker,low,415.0,1
2162,18,Male,High School,Widowed,Private,Other-service,79,11332,5243,Canada,51584.0,approved,2,2,30.0,smoker,high,837.0,0
2163,26,Female,Masters,Divorced,Unemployed,Exec-managerial,68,25398,8126,UK,52122.0,denied,16,1,27.3,non-smoker,medium,809.0,1
2164,44,Female,Masters,Married,Private,Other-service,44,47710,348,us,71240.0,approved,42,1,18.3,smoker,high,515.0,0
2165,48,Male,Bachelors,Single,Unemployed,Other-service,13,36138,2746,Canada,106124.0,approved,22,3,26.5,smoker,medium,unknown,0
2166,20,Male,Bachelors,Divorced,Government,Sales,25,8989,5339,Germany,58472.0,approved,17,2,26.8,smoker,low,519.0,0
2167,60,Male,Masters,Single,Self-Employed,Other-service,23,10038,2614,Canada,57934.0,denied,27,1,35.9,occasional,low,812.0,1
2168,36,Female,PhD,Divorced,Self-Employed,Sales,45,8359,6987,us,40202.0,approved,21,4,28.7,smoker,medium,458.0,0
2169,50,Female,Bachelors,Divorced,Self-Employed,Other-service,32,38601,7051,Germany,67637.0,approved,14,4,29.8,smoker,high,792.0,0
2170,23,Female,Bachelors,Single,Unemployed,Craft-repair,84,30865,6831,USA,82471.0,denied,25,2,29.3,non-smoker,high,702.0,1
2171,43,Female,PhD,Married,Private,Tech-support,16,23329,2977,Mexico,30200.0,denied,19,1,24.3,non-smoker,low,750.0,0
2172,63,Female,Masters,Widowed,Private,Machine-op-inspct,22,24972,8834,Canada,,denied,8,1,26.6,occasional,low,411.0,1
2173,67,Male,Masters,Single,Unemployed,Exec-managerial,69,7160,8091,UK,98962.0,denied,7,2,,smoker,low,775.0,0
2174,60,Female,Masters,Single,Government,Tech-support,83,34426,6086,,52028.0,denied,22,3,28.0,smoker,high,401.0,0
2175,69,Male,PhD,Single,Unemployed,,51,38715,8735,Germany,78038.0,approved,10,3,21.2,smoker,low,513.0,1
2176,67,Female,Bachelors,Divorced,Unemployed,Machine-op-inspct,51,17500,9515,Mexico,58949.0,denied,4,5,31.1,smoker,medium,809.0,0
2177,41,Female,Bachelors,Married,Private,Exec-managerial,34,44809,8270,Germany,11183.0,approved,8,3,18.8,non-smoker,medium,613.0,0
2178,37,Female,Bachelors,Single,Government,Exec-managerial,89,27726,9704,us,96288.0,denied,22,2,,smoker,medium,375.0,0
2179,69,Female,PhD,Widowed,Private,Prof-specialty,35,6086,5781,UK,unknown,denied,2,3,30.1,non-smoker,low,589.0,1
2180,69,Male,PhD,Single,,Craft-repair,28,22961,8026,U.S.,78967.0,approved,34,5,37.7,occasional,high,609.0,1
2181,59,Male,PhD,Married,Private,Tech-support,19,1850,8326,USA,36973.0,approved,9,3,22.3,occasional,high,unknown,0
2182,30,Male,High School,Divorced,,Sales,82,18312,6816,Germany,47564.0,denied,28,1,30.3,non-smoker,high,800.0,0
2183,35,Male,High School,Single,Private,Sales,85,6302,1134,USA,76892.0,denied,14,4,34.4,smoker,medium,479.0,0
2184,46,Male,High School,Single,Private,Craft-repair,99,20341,9651,Canada,49944.0,denied,6,2,33.0,non-smoker,medium,754.0,1
2185,46,Male,Bachelors,Widowed,Government,Tech-support,23,26210,5666,USA,65787.0,denied,37,5,29.3,non-smoker,medium,510.0,0
2186,58,Female,High School,Married,Unemployed,Prof-specialty,33,25534,1759,UK,77986.0,approved,3,3,29.6,non-smoker,low,386.0,0
2187,64,Male,High School,Married,Self-Employed,,17,21607,365,USA,86683.0,approved,4,1,,occasional,medium,703.0,0
2188,33,Female,PhD,Married,Private,Sales,72,29512,6910,UK,90585.0,denied,14,5,26.9,smoker,high,708.0,0
2189,21,Male,High School,Single,,Sales,344,45829,2990,Canada,657510.0,denied,3,5,135.0,smoker,low,588.0,0
2190,61,Male,Bachelors,Divorced,,Tech-support,54,30873,5652,U.S.,83637.0,denied,8,1,25.6,non-smoker,medium,369.0,0
2191,64,Male,PhD,Married,Private,Prof-specialty,52,35025,5833,USA,55971.0,denied,26,2,28.3,occasional,high,821.0,1
2192,47,Female,PhD,Single,Self-Employed,,56,48277,2247,USA,94433.0,denied,42,5,17.9,occasional,medium,571.0,0
2193,28,Other,Bachelors,Married,Self-Employed,Other-service,75,10219,6890,Mexico,49377.0,denied,26,1,21.2,smoker,medium,756.0,0
2194,18,Female,PhD,Married,Private,Tech-support,35,6883,9605,USA,59650.0,denied,6,4,27.3,non-smoker,high,,1
2195,64,Male,PhD,Married,Self-Employed,Exec-managerial,35,30221,4889,Mexico,66252.0,denied,19,1,26.0,non-smoker,low,697.0,0
2196,45,Male,PhD,Married,Self-Employed,Craft-repair,44,11754,3712,Mexico,105813.0,approved,19,3,25.7,smoker,low,834.0,0
2197,25,Female,Masters,Widowed,Government,Prof-specialty,91,31905,1144,Mexico,14512.0,approved,8,2,29.4,smoker,medium,693.0,0
2198,27,Female,High School,Married,Government,Machine-op-inspct,61,2130,8401,Mexico,77691.0,denied,9,4,17.8,occasional,medium,668.0,0
2199,23,Female,Bachelors,Married,,Other-service,84,3308,7795,U.S.,76599.0,denied,40,2,26.8,non-smoker,high,547.0,0
2200,56,Female,PhD,Widowed,Unemployed,Exec-managerial,23,40827,4954,India,77481.0,approved,14,4,26.1,non-smoker,medium,782.0,0
2201,45,Male,High School,Divorced,Private,Prof-specialty,89,37570,881,India,78884.0,approved,27,5,22.9,non-smoker,high,304.0,0
2202,55,Other,Masters,Divorced,Unemployed,Sales,11,47494,8951,Canada,84779.0,approved,24,4,24.3,non-smoker,medium,753.0,0
2203,32,Female,High School,Divorced,Private,Tech-support,20,28823,5107,Germany,58599.0,approved,9,5,25.3,non-smoker,medium,604.0,0
2204,61,Female,Masters,Widowed,Government,Prof-specialty,59,10728,6399,UK,60809.0,approved,43,4,25.7,smoker,medium,565.0,0
2205,43,Female,PhD,Single,Private,Sales,60,22381,271,USA,102591.0,approved,11,2,23.7,smoker,high,798.0,1
2206,56,Female,High School,Divorced,Unemployed,Sales,19,33086,7066,us,85240.0,approved,24,3,29.9,occasional,high,326.0,0
2207,69,Female,PhD,Divorced,Unemployed,Craft-repair,50,16001,4520,Mexico,,denied,0,2,30.3,non-smoker,medium,600.0,0
2208,64,Male,Bachelors,Divorced,Self-Employed,Exec-managerial,95,47558,2694,Canada,103709.0,denied,38,4,28.1,non-smoker,low,609.0,0
2209,22,Female,Bachelors,Married,Unemployed,Prof-specialty,81,20483,316,Germany,102133.0,denied,31,2,21.3,occasional,high,680.0,0
2210,20,Male,Masters,Widowed,Unemployed,Other-service,65,25723,2924,Canada,66281.0,approved,16,2,21.2,smoker,medium,603.0,0
2211,57,Male,High School,Widowed,Self-Employed,Sales,22,39553,7466,Germany,72632.0,denied,25,5,24.8,smoker,medium,846.0,0
2212,30,Female,High School,Divorced,Private,Tech-support,50,9931,338,Canada,77792.0,approved,29,5,31.3,smoker,high,534.0,0
2213,35,Female,High School,Widowed,Private,Other-service,95,38364,8493,Canada,49607.0,approved,34,3,,non-smoker,low,419.0,1
2214,67,Male,Masters,Married,Private,Sales,21,24001,2879,India,76422.0,approved,27,3,22.2,smoker,high,556.0,0
2215,46,Female,High School,Widowed,Self-Employed,Machine-op-inspct,24,7689,1377,India,27917.0,approved,14,1,23.6,occasional,high,824.0,0
2216,41,Male,Masters,Divorced,Unemployed,Tech-support,10,9361,4676,USA,57896.0,approved,26,2,24.1,smoker,high,482.0,0
2217,35,Male,Masters,Divorced,Self-Employed,Exec-managerial,43,42294,4940,India,40250.0,denied,7,4,28.1,smoker,low,596.0,0
2218,68,Male,High School,Single,Self-Employed,Other-service,83,32699,8568,U.S.,40949.0,approved,9,4,27.0,occasional,medium,774.0,0
2219,34,Female,Bachelors,Divorced,Self-Employed,Other-service,16,24310,5418,Germany,38142.0,approved,30,2,26.7,occasional,low,599.0,0
2220,57,Male,Masters,Divorced,Government,Prof-specialty,88,20457,6275,USA,49909.0,approved,27,3,28.8,non-smoker,low,650.0,1
2221,49,Female,PhD,Divorced,Government,Machine-op-inspct,78,724,7703,USA,83858.0,approved,14,1,33.5,occasional,low,674.0,1
2222,53,Female,PhD,Single,Unemployed,Tech-support,50,39066,6622,Mexico,89765.0,denied,12,4,30.3,smoker,medium,505.0,0
2223,23,Male,Masters,Widowed,Government,Sales,79,5575,2662,,44021.0,approved,20,4,32.0,smoker,high,318.0,0
2224,39,Male,High School,Married,Unemployed,Machine-op-inspct,29,28017,9328,USA,94237.0,denied,15,3,,occasional,high,715.0,0
2225,33,Male,PhD,Widowed,Government,,85,28657,9596,India,69774.0,denied,3,2,32.3,occasional,low,497.0,1
2226,54,Male,Bachelors,Married,Private,Exec-managerial,75,44567,4347,,60061.0,approved,20,5,18.6,smoker,high,418.0,0
2227,27,Female,Bachelors,Widowed,,Exec-managerial,72,28422,75,India,74813.0,approved,5,1,16.3,smoker,low,798.0,0
2228,59,Male,PhD,Single,Self-Employed,Other-service,52,3128,3174,U.S.,60430.0,denied,28,1,28.3,occasional,medium,632.0,0
2229,45,Female,Bachelors,Single,,,16,27519,9488,India,60005.0,denied,1,1,33.2,non-smoker,low,420.0,1
2230,60,Female,High School,Single,Government,Prof-specialty,67,1052,6300,UK,93545.0,approved,44,2,32.9,non-smoker,high,725.0,0
2231,25,Female,Bachelors,Married,Government,Exec-managerial,14,3891,3722,India,106409.0,approved,27,2,31.6,non-smoker,medium,373.0,1
2232,44,Female,Bachelors,Married,Private,Prof-specialty,21,47803,2882,UK,1951.0,denied,19,2,22.0,smoker,low,517.0,1
2233,54,Female,High School,Widowed,Government,Tech-support,44,47804,2122,India,39135.0,denied,3,4,33.9,occasional,low,624.0,0
2234,59,Male,Masters,Single,Government,Other-service,95,26912,9731,U.S.,,approved,13,3,25.2,occasional,low,371.0,0
2235,60,Female,Bachelors,Widowed,,Other-service,84,12311,9607,U.S.,83313.0,approved,41,3,19.4,smoker,medium,750.0,1
2236,42,Female,PhD,Widowed,Government,Craft-repair,12,30215,8602,Canada,56423.0,approved,23,4,37.6,smoker,medium,740.0,0
2237,59,Male,Bachelors,Widowed,Self-Employed,Sales,6,29657,4151,UK,86856.0,denied,12,2,28.8,non-smoker,medium,741.0,0
2238,44,Male,High School,Single,Self-Employed,Craft-repair,29,32304,5212,Germany,78329.0,approved,37,2,30.5,occasional,high,641.0,1
2239,35,Female,High School,Divorced,Government,Exec-managerial,34,35690,3198,us,54034.0,denied,12,1,31.4,smoker,medium,718.0,0
2240,20,Male,High School,Divorced,Self-Employed,Exec-managerial,39,20812,6854,,14270.0,approved,44,5,26.1,non-smoker,medium,798.0,0
2241,51,Female,High School,Widowed,Unemployed,Other-service,92,49085,1604,us,31595.0,denied,7,2,28.3,non-smoker,medium,442.0,1
2242,30,Male,PhD,Single,Government,Tech-support,48,34364,7085,USA,52791.0,approved,22,3,23.0,smoker,high,831.0,1
2243,48,Male,Masters,Married,,Other-service,11,8778,5273,India,79284.0,approved,31,1,29.5,occasional,low,760.0,0
2244,31,Male,High School,Divorced,Self-Employed,Machine-op-inspct,88,44408,464,Canada,96053.0,approved,19,1,21.5,smoker,low,567.0,1
2245,52,Male,High School,Divorced,Unemployed,Other-service,82,40879,9451,U.S.,69679.0,approved,28,4,32.1,non-smoker,low,unknown,1
2246,68,Male,PhD,Single,Self-Employed,Craft-repair,46,8450,2382,Germany,59234.0,approved,9,4,32.5,occasional,high,596.0,1
2247,65,Female,Bachelors,Single,,Sales,94,12962,5896,Mexico,82933.0,denied,7,2,23.1,non-smoker,low,313.0,1
2248,67,Other,Bachelors,Married,Government,Exec-managerial,67,34205,9232,Germany,69007.0,denied,21,5,,smoker,high,793.0,0
2249,46,Male,Bachelors,Widowed,Private,Sales,26,10194,4552,Germany,unknown,denied,20,1,20.7,smoker,high,347.0,0
2250,32,Male,Bachelors,Widowed,Unemployed,Machine-op-inspct,84,15994,5718,Mexico,37553.0,approved,41,3,22.5,non-smoker,medium,631.0,1
2251,47,Male,PhD,Married,Self-Employed,Tech-support,43,46440,2729,Mexico,57748.0,denied,41,1,26.9,occasional,low,507.0,0
2252,30,Female,High School,Widowed,Self-Employed,Tech-support,74,5976,3324,us,83499.0,approved,21,4,20.2,non-smoker,high,368.0,0
2253,61,Female,Masters,Widowed,Unemployed,Exec-managerial,46,11130,7352,Germany,87090.0,approved,26,1,20.9,smoker,medium,630.0,0
2254,29,Female,Masters,Single,Unemployed,Prof-specialty,64,20672,732,U.S.,71160.0,approved,36,2,28.1,non-smoker,low,564.0,1
2255,39,Male,PhD,Divorced,Self-Employed,Prof-specialty,26,28231,1891,us,33955.0,denied,23,4,23.0,occasional,low,397.0,1
2256,23,Female,High School,Single,Government,,99,35406,8186,UK,74912.0,approved,32,5,45.3,occasional,low,661.0,0
2257,24,Male,PhD,Widowed,Self-Employed,Craft-repair,47,2730,3981,Germany,60380.0,denied,0,2,,occasional,high,600.0,1
